"","genus","species"
"3330","eotoma","cinerea]]''"
"3331","eotoma","fuscipes]]''"
"3332","eotomodon","alstoni]]''"
"3333","chrotomys","nuttalli]]''"
"3334","nychomys","arenicola]]''"
"3335","nychomys","leucogaster]]''"
"3336","nychomys","torridus]]''"
"3337","sgoodomys","banderanus]]''"
"3338","eromyscus","californicus]]''"
"3339","eromyscus","eremicus]]''"
"3340","eromyscus","guardia]]''"
"3341","eromyscus","interparietalis]]''"
"3342","eromyscus","dickeyi]]''"
"3343","eromyscus","pseudocrinitus]]''"
"3344","eromyscus","eva]]''"
"3345","eromyscus","caniceps]]''"
"3346","eromyscus","merriami]]''"
"3347","eromyscus","pembertoni]]''"
"3348","eromyscus","hooperi]]''"
"3349","eromyscus","crinitus]]''"
"3350","eromyscus","maniculatus]]''"
"3351","eromyscus","polionotus]]''"
"3352","eromyscus","sejugis]]''"
"3353","eromyscus","oreas]]''"
"3354","eromyscus","sitkensis]]''"
"3355","eromyscus","melanotis]]''"
"3356","eromyscus","slevini]]''"
"3357","eromyscus","nesodytes]]''"
"3358","eromyscus","leucopus]]''"
"3359","eromyscus","gossypinus]]''"
"3360","eromyscus","aztecus]]''"
"3361","eromyscus","spicilegus]]''"
"3362","eromyscus","winkelmanni]]''"
"3363","eromyscus","boylii]]''"
"3364","eromyscus","levipes]]''"
"3365","eromyscus","schmidlyi]]''"
"3366","eromyscus","stephani]]''"
"3367","eromyscus","attwateri]]''"
"3368","eromyscus","simulus]]''"
"3369","eromyscus","madrensis]]''"
"3370","eromyscus","pectoralis]]''"
"3371","eromyscus","polius]]''"
"3372","eromyscus","truei]]''"
"3373","eromyscus","gratus]]''"
"3374","eromyscus","bullatus]]''"
"3375","eromyscus","difficilis]]''"
"3376","eromyscus","nasutus]]''"
"3377","eromyscus","melanophrys]]''"
"3378","eromyscus","perfulvus]]''"
"3379","eromyscus","mekisturus]]''"
"3380","eromyscus","furvus]]''"
"3381","eromyscus","ochraventer]]''"
"3382","eromyscus","mayensis]]''"
"3383","eromyscus","megalops]]''"
"3384","eromyscus","melanurus]]''"
"3385","eromyscus","melanocarpus]]''"
"3386","eromyscus","mexicanus]]''"
"3387","eromyscus","gymnotis]]''"
"3388","eromyscus","guatemalensis]]''"
"3389","eromyscus","zarhynchus]]''"
"3390","eromyscus","grandis]]''"
"3391","eromyscus","yucatanicus]]''"
"3392","eromyscus","stirtoni]]''"
"3393","odomys","floridanus]]''"
"3394","eithrodontomys","brevirostris]]''"
"3395","eithrodontomys","burti]]''"
"3396","eithrodontomys","chrysopsis]]''"
"3397","eithrodontomys","creper]]''"
"3398","eithrodontomys","darienensis]]''"
"3399","eithrodontomys","fulvescens]]''"
"3400","eithrodontomys","gracilis]]''"
"3401","eithrodontomys","hirsutus]]''"
"3402","eithrodontomys","humulis]]''"
"3403","eithrodontomys","megalotis]]''"
"3404","eithrodontomys","mexicanus]]''"
"3405","eithrodontomys","microdon]]''"
"3406","eithrodontomys","montanus]]''"
"3407","eithrodontomys","paradoxus]]''"
"3408","eithrodontomys","raviventris]]''"
"3409","eithrodontomys","rodriguezi]]''"
"3410","eithrodontomys","spectabilis]]''"
"3411","eithrodontomys","sumichrasti]]''"
"3412","eithrodontomys","tenuirostris]]''"
"3413","eithrodontomys","zacatecae]]''"
"3414","cotinomys","teguina]]''"
"3415","cotinomys","xerampelinus]]''"
"3416","enomys","nelsoni]]''"
"3417","elomys","collinus]]''"
"3418","elomys","dorsalis]]''"
"3419","elomys","sublineatus]]''"
"3420","renomys","tarsalis]]''"
"3421","uliomys","pictipes]]''"
"3422","uliomys","rimofrons]]''"
"3423","haenomys","ferrugineus]]''"
"3424","unomys","lemminus]]''"
"3425","iedomys","pyrrhorhinos]]''"
"3426","ilfredomys","oenax]]''"
"3427","brothrix","andinus]]''"
"3428","brothrix","hershkovitzi]]''"
"3429","brothrix","illuteus]]''"
"3430","brothrix","jelskii]]''"
"3431","brothrix","lanosus]]''"
"3432","brothrix","longipilis]]''"
"3433","brothrix","markhami]]''"
"3434","brothrix","olivaceus]]''"
"3435","brothrix","sanborni]]''"
"3436","helemys","delfini]]''"
"3437","helemys","macronyx]]''"
"3438","helemys","megalonyx]]''"
"3439","eoxus","valdivianus]]''"
"3440","otiomys","edwardsii]]''"
"3441","earsonomys","annectens]]''"
"3442","kodon","aerosus]]''"
"3443","kodon","affinis]]''"
"3444","kodon","albiventer]]''"
"3445","kodon","azarae]]''"
"3446","kodon","bogotensis]]''"
"3447","kodon","boliviensis]]''"
"3448","kodon","budini]]''"
"3449","kodon","caenosus]]''"
"3450","kodon","cursor]]''"
"3451","kodon","dayi]]''"
"3452","kodon","dolores]]''"
"3453","kodon","fumeus]]''"
"3454","kodon","glaucinus]]''"
"3455","kodon","iniscatus]]''"
"3456","kodon","juninensis]]''"
"3457","kodon","kofordi]]''"
"3458","kodon","latebricola]]''"
"3459","kodon","lindberghi]]''"
"3460","kodon","lutescens]]''"
"3461","kodon","mimus]]''"
"3462","kodon","mollis]]''"
"3463","kodon","montensis]]''"
"3464","kodon","mystax]]''"
"3465","kodon","neocenus]]''"
"3466","kodon","orophilus]]''"
"3467","kodon","paranaensis]]''"
"3468","kodon","pervalens]]''"
"3469","kodon","philipmyersi]]''"
"3470","kodon","polopi]]''"
"3471","kodon","reigi]]''"
"3472","kodon","sanctipaulensis]]''"
"3473","kodon","serrensis]]''"
"3474","kodon","siberiae]]''"
"3475","kodon","simulator]]''"
"3476","kodon","spegazzinii]]''"
"3477","kodon","subfuscus]]''"
"3478","kodon","surdus]]''"
"3479","kodon","sylvanus]]''"
"3480","kodon","tartareus]]''"
"3481","kodon","toba]]''"
"3482","kodon","torques]]''"
"3483","kodon","varius]]''"
"3484","ibimys","chacoensis]]''"
"3485","ibimys","labiosus]]''"
"3486","ibimys","torresi]]''"
"3487","larinomys","breviceps]]''"
"3488","rucepattersonius","albinasus]]''"
"3489","rucepattersonius","griserufescens]]''"
"3490","rucepattersonius","guarani]]''"
"3491","rucepattersonius","igniventris]]''"
"3492","rucepattersonius","iheringi]]''"
"3493","rucepattersonius","misionensis]]''"
"3494","rucepattersonius","paradisus]]''"
"3495","rucepattersonius","soricinus]]''"
"3496","eltamys","kempi]]''"
"3497","uscelinomys","candango]]''"
"3498","uscelinomys","guaporensis]]''"
"3499","uscelinomys","huanchacae]]''"
"3500","uscelinomys","talpinus]]''"
"3501","unsia","fronto]]''"
"3502","unsia","tomentosus]]''"
"3503","enoxus","apicalis]]''"
"3504","xymycterus","akodontius]]''"
"3505","xymycterus","amazonicus]]''"
"3506","xymycterus","angularis]]''"
"3507","xymycterus","caparaoe]]''"
"3508","xymycterus","delator]]''"
"3509","xymycterus","hiska]]''"
"3510","xymycterus","hispidus]]''"
"3511","xymycterus","hucucha]]''"
"3512","xymycterus","inca]]''"
"3513","xymycterus","josei]]''"
"3514","xymycterus","nasutus]]''"
"3515","xymycterus","paramensis]]''"
"3516","xymycterus","roberti]]''"
"3517","xymycterus","rutus]]''"
"3518","odoxymys","roraimae]]''"
"3519","capteromys","aquaticus]]''"
"3520","capteromys","tumidus]]''"
"3521","halpomys","cerradensis]]''"
"3522","halpomys","lasiotis]]''"
"3523","haptomys","nigrita]]''"
"3524","notomys","leander]]''"
"3525","hibchanomys","orcesi]]''"
"3526","hibchanomys","trichotis]]''"
"3527","chthyomys","hydrobates]]''"
"3528","chthyomys","pittieri]]''"
"3529","chthyomys","stolzmanni]]''"
"3530","chthyomys","tweedii]]''"
"3531","eusticomys","monticolus]]''"
"3532","eusticomys","mussoi]]''"
"3533","eusticomys","oyapocki]]''"
"3534","eusticomys","peruviensis]]''"
"3535","eusticomys","venezuelae]]''"
"3536","heomys","mexicanus]]''"
"3537","heomys","raptor]]''"
"3538","heomys","thomasi]]''"
"3539","heomys","underwoodi]]''"
"3540","egialomys","galapagoensis]]''"
"3541","egialomys","xanthaeolus]]''"
"3542","mphinectomys","savamis]]''"
"3543","erradomys","langguthi]]''"
"3544","erradomys","maracajuensis]]''"
"3545","erradomys","marinhus]]''"
"3546","erradomys","scotti]]''"
"3547","erradomys","subflavus]]''"
"3548","erradomys","vivoi]]''"
"3549","remoryzomys","polius]]''"
"3550","uryoryzomys","emmonsae]]''"
"3551","uryoryzomys","lamia]]''"
"3552","uryoryzomys","legatus]]''"
"3553","uryoryzomys","macconnelli]]''"
"3554","uryoryzomys","nitidus]]''"
"3555","uryoryzomys","russatus]]''"
"3556","andleyomys","alfaroi]]''"
"3557","andleyomys","chapmani]]''"
"3558","andleyomys","fuscatus]]''"
"3559","andleyomys","intectus]]''"
"3560","andleyomys","melanotis]]''"
"3561","andleyomys","rhabdops]]''"
"3562","andleyomys","rostratus]]''"
"3563","andleyomys","saturatior]]''"
"3564","olochilus","brasiliensis]]''"
"3565","olochilus","chacarius]]''"
"3566","olochilus","sciureus]]''"
"3567","ylaeamys","acritus]]''"
"3568","ylaeamys","laticeps]]''"
"3569","ylaeamys","megacephalus]]''"
"3570","ylaeamys","oniscus]]''"
"3571","ylaeamys","perenensis]]''"
"3572","ylaeamys","tatei]]''"
"3573","ylaeamys","yunganus]]''"
"3574","undomys","molitor]]''"
"3575","egalomys","desmarestii]]''"
"3576","egalomys","luciae]]''"
"3577","elanomys","caliginosus]]''"
"3578","elanomys","robustulus]]''"
"3579","elanomys","zunigae]]''"
"3580","icroryzomys","altissimus]]''"
"3581","icroryzomys","minutus]]''"
"3582","indomys","hammondi]]''"
"3583","eacomys","dubosti]]''"
"3584","eacomys","guianae]]''"
"3585","eacomys","minutus]]''"
"3586","eacomys","musseri]]''"
"3587","eacomys","paracou]]''"
"3588","eacomys","pictus]]''"
"3589","eacomys","spinosus]]''"
"3590","eacomys","tenuipes]]''"
"3591","ectomys","apicalis]]''"
"3592","ectomys","magdalenae]]''"
"3593","ectomys","palmipes]]''"
"3594","ectomys","rattus]]''"
"3595","ectomys","squamipes]]''"
"3596","ephelomys","albigularis]]''"
"3597","ephelomys","auriventer]]''"
"3598","ephelomys","caracolus]]''"
"3599","ephelomys","childi]]''"
"3600","ephelomys","devius]]''"
"3601","ephelomys","keaysi]]''"
"3602","ephelomys","levipes]]''"
"3603","ephelomys","maculiventer]]''"
"3604","ephelomys","meridensis]]''"
"3605","ephelomys","moerex]]''"
"3606","ephelomys","nimbosus]]''"
"3607","ephelomys","pectoralis]]''"
"3608","ephelomys","pirrensis]]''"
"3609","esoryzomys","darwini]]''"
"3610","esoryzomys","fernandinae]]''"
"3611","esoryzomys","indefessus]]''"
"3612","esoryzomys","swarthi]]''"
"3613","oronhomys","vespuccii]]''"
"3614","ecomys","auyantepui]]''"
"3615","ecomys","bicolor]]''"
"3616","ecomys","catherinae]]''"
"3617","ecomys","cleberi]]''"
"3618","ecomys","concolor]]''"
"3619","ecomys","flavicans]]''"
"3620","ecomys","mamorae]]''"
"3621","ecomys","paricola]]''"
"3622","ecomys","phaeotis]]''"
"3623","ecomys","rex]]''"
"3624","ecomys","roberti]]''"
"3625","ecomys","rutilus]]''"
"3626","ecomys","speciosus]]''"
"3627","ecomys","superans]]''"
"3628","ecomys","sydandersoni]]''"
"3629","ecomys","trinitatis]]''"
"3630","ligoryzomys","andinus]]''"
"3631","ligoryzomys","arenalis]]''"
"3632","ligoryzomys","brendae]]''"
"3633","ligoryzomys","chacoensis]]''"
"3634","ligoryzomys","destructor]]''"
"3635","ligoryzomys","flavescens]]''"
"3636","ligoryzomys","fornesi]]''"
"3637","ligoryzomys","fulvescens]]''"
"3638","ligoryzomys","griseolus]]''"
"3639","ligoryzomys","longicaudatus]]''"
"3640","ligoryzomys","magellanicus]]''"
"3641","ligoryzomys","microtis]]''"
"3642","ligoryzomys","moojeni]]''"
"3643","ligoryzomys","nigripes]]''"
"3644","ligoryzomys","rupestris]]''"
"3645","ligoryzomys","stramineus]]''"
"3646","ligoryzomys","transitorius]]''"
"3647","ligoryzomys","vegetus]]''"
"3648","ligoryzomys","victus]]''"
"3649","reoryzomys","balneator]]''"
"3650","ryzomys","antillarum]]''"
"3651","ryzomys","couesi]]''"
"3652","ryzomys","dimidiatus]]''"
"3653","ryzomys","gorgasi]]''"
"3654","ryzomys","nelsoni]]''"
"3655","ryzomys","palustris]]''"
"3656","seudoryzomys","simplex]]''"
"3657","colomys","melanops]]''"
"3658","colomys","ucayalensis]]''"
"3659","igmodontomys","alfari]]''"
"3660","igmodontomys","aphrastus]]''"
"3661","ooretamys","angouya]]''"
"3662","ransandinomys","bolivaris]]''"
"3663","ransandinomys","talamancae]]''"
"3664","ygodontomys","brevicauda]]''"
"3665","ygodontomys","brunneus]]''"
"3666","ndalgalomys","olrogi]]''"
"3667","ndalgalomys","pearsoni]]''"
"3668","ndalgalomys","roigi]]''"
"3669","ndinomys","edax]]''"
"3670","uliscomys","boliviensis]]''"
"3671","uliscomys","pictus]]''"
"3672","uliscomys","sublimis]]''"
"3673","alomys","boliviae]]''"
"3674","alomys","callidus]]''"
"3675","alomys","callosus]]''"
"3676","alomys","hummelincki]]''"
"3677","alomys","laucha]]''"
"3678","alomys","lepidus]]''"
"3679","alomys","musculinus]]''"
"3680","alomys","sorellus]]''"
"3681","alomys","tener]]''"
"3682","alomys","tocantinsi]]''"
"3683","hinchillula","sahamae]]''"
"3684","ligmodontia","hirtipes]]''"
"3685","ligmodontia","moreni]]''"
"3686","ligmodontia","morgani]]''"
"3687","ligmodontia","puerulus]]''"
"3688","ligmodontia","typus]]''"
"3689","alenomys","garleppi]]''"
"3690","raomys","centralis]]''"
"3691","raomys","domorum]]''"
"3692","raomys","edithae]]''"
"3693","raomys","griseoflavus]]''"
"3694","aralomys","gerbillus]]''"
"3695","hyllotis","amicus]]''"
"3696","hyllotis","andium]]''"
"3697","hyllotis","bonariensis]]''"
"3698","hyllotis","caprinus]]''"
"3699","hyllotis","darwini]]''"
"3700","hyllotis","definitus]]''"
"3701","hyllotis","haggardi]]''"
"3702","hyllotis","limatus]]''"
"3703","hyllotis","magister]]''"
"3704","hyllotis","osgoodi]]''"
"3705","hyllotis","osilae]]''"
"3706","hyllotis","wolffsohni]]''"
"3707","hyllotis","xanthopygus]]''"
"3708","alinomys","delicatus]]''"
"3709","apecomys","primus]]''"
"3710","uneomys","chinchilloides]]''"
"3711","uneomys","fossor]]''"
"3712","uneomys","mordax]]''"
"3713","uneomys","petersoni]]''"
"3714","eotomys","ebriosus]]''"
"3715","eithrodon","auritus]]''"
"3716","eithrodon","typicus]]''"
"3717","igmodon","alleni]]''"
"3718","igmodon","arizonae]]''"
"3719","igmodon","hirsutus]]''"
"3720","igmodon","hispidus]]''"
"3721","igmodon","mascotensis]]''"
"3722","igmodon","ochrognathus]]''"
"3723","igmodon","planifrons]]''"
"3724","igmodon","toltecus]]''"
"3725","igmodon","zanjonensis]]''"
"3726","igmodon","fulviventer]]''"
"3727","igmodon","inopinatus]]''"
"3728","igmodon","leucotis]]''"
"3729","igmodon","peruanus]]''"
"3730","igmodon","alstoni]]''"
"3731","brawayaomys","ruschii]]''"
"3732","epeomys","lugens]]''"
"3733","epeomys","reigi]]''"
"3734","hilomys","instans]]''"
"3735","hagomys","longilingua]]''"
"3736","hagomys","rufescens]]''"
"3737","hipidomys","austrinus]]''"
"3738","hipidomys","caucensis]]''"
"3739","hipidomys","couesi]]''"
"3740","hipidomys","emiliae]]''"
"3741","hipidomys","fulviventer]]''"
"3742","hipidomys","gardneri]]''"
"3743","hipidomys","latimanus]]''"
"3744","hipidomys","leucodactylus]]''"
"3745","hipidomys","macconnelli]]''"
"3746","hipidomys","macrurus]]''"
"3747","hipidomys","mastacalis]]''"
"3748","hipidomys","modicus]]''"
"3749","hipidomys","nitela]]''"
"3750","hipidomys","ochrogaster]]''"
"3751","hipidomys","venezuelae]]''"
"3752","hipidomys","venustus]]''"
"3753","hipidomys","wetzeli]]''"
"3754","homasomys","apeco]]''"
"3755","homasomys","aureus]]''"
"3756","homasomys","baeops]]''"
"3757","homasomys","bombycinus]]''"
"3758","homasomys","caudivarius]]''"
"3759","homasomys","cinereiventer]]''"
"3760","homasomys","cinereus]]''"
"3761","homasomys","cinnameus]]''"
"3762","homasomys","daphne]]''"
"3763","homasomys","eleusis]]''"
"3764","homasomys","erro]]''"
"3765","homasomys","gracilis]]''"
"3766","homasomys","hudsoni]]''"
"3767","homasomys","hylophilus]]''"
"3768","homasomys","incanus]]''"
"3769","homasomys","ischyrus]]''"
"3770","homasomys","kalinowskii]]''"
"3771","homasomys","ladewi]]''"
"3772","homasomys","laniger]]''"
"3773","homasomys","macrotis]]''"
"3774","homasomys","monochromos]]''"
"3775","homasomys","niveipes]]''"
"3776","homasomys","notatus]]''"
"3777","homasomys","onkiro]]''"
"3778","homasomys","oreas]]''"
"3779","homasomys","paramorum]]''"
"3780","homasomys","popayanus]]''"
"3781","homasomys","praetor]]''"
"3782","homasomys","pyrrhonotus]]''"
"3783","homasomys","rhoadsi]]''"
"3784","homasomys","rosalinda]]''"
"3785","homasomys","silvestris]]''"
"3786","homasomys","taczanowskii]]''"
"3787","homasomys","ucucha]]''"
"3788","homasomys","vestitus]]''"
"3789","homasomys","vulcani]]''"
"3790","eimacomys","buettneri]]''"
"3791","comys","airensis]]''"
"3792","comys","cahirinus]]''"
"3793","comys","chudeaui]]''"
"3794","comys","cilicicus]]''"
"3795","comys","cineraceus]]''"
"3796","comys","dimidiatus]]''"
"3797","comys","ignitus]]''"
"3798","comys","johannis]]''"
"3799","comys","kempi]]''"
"3800","comys","louisae]]''"
"3801","comys","minous]]''"
"3802","comys","mullah]]''"
"3803","comys","nesiotes]]''"
"3804","comys","percivali]]''"
"3805","comys","russatus]]''"
"3806","comys","seurati]]''"
"3807","comys","spinosissimus]]''"
"3808","comys","subspinosus]]''"
"3809","comys","wilsoni]]''"
"3810","eomys","ferugineus]]''"
"3811","ophuromys","luteogaster]]''"
"3812","ophuromys","medicaudatus]]''"
"3813","ophuromys","woosnami]]''"
"3814","ophuromys","angolensis]]''"
"3815","ophuromys","aquilus]]''"
"3816","ophuromys","brevicaudus]]''"
"3817","ophuromys","brunneus]]''"
"3818","ophuromys","chrysopus]]''"
"3819","ophuromys","cinereus]]''"
"3820","ophuromys","dieterleni]]''"
"3821","ophuromys","dudui]]''"
"3822","ophuromys","huttereri]]''"
"3823","ophuromys","flavopunctatus]]''"
"3824","ophuromys","melanonyx]]''"
"3825","ophuromys","nudicaudus]]''"
"3826","ophuromys","rahmi]]''"
"3827","ophuromys","roseveari]]''"
"3828","ophuromys","sikapusi]]''"
"3829","ophuromys","verhageni]]''"
"3830","ophuromys","zena]]''"
"3831","ranomys","ruddi]]''"
"3832","yotomys","sloggetti]]''"
"3833","yotomys","unisulcatus]]''"
"3834","tomys","anchietae]]''"
"3835","tomys","angoniensis]]''"
"3836","tomys","barbouri]]''"
"3837","tomys","burtoni]]''"
"3838","tomys","cuanzensis]]''"
"3839","tomys","dartmouthi]]''"
"3840","tomys","denti]]''"
"3841","tomys","dollmani]]''"
"3842","tomys","irroratus]]''"
"3843","tomys","jacksoni]]''"
"3844","tomys","lacustris]]''"
"3845","tomys","laminatus]]''"
"3846","tomys","maximus]]''"
"3847","tomys","occidentalis]]''"
"3848","tomys","orestes]]''"
"3849","tomys","saundersiae]]''"
"3850","tomys","tropicalis]]''"
"3851","tomys","typus]]''"
"3852","tomys","uzungwensis]]''"
"3853","arotomys","brantsii]]''"
"3854","arotomys","littledalei]]''"
"3855","mmodillus","imbellis]]''"
"3856","rachiones","przewalskii]]''"
"3857","esmodilliscus","braueri]]''"
"3858","esmodillus","auricularis]]''"
"3859","ipodillus","bottai]]''"
"3860","ipodillus","campestris]]''"
"3861","ipodillus","dasyurus]]''"
"3862","ipodillus","harwoodi]]''"
"3863","ipodillus","jamesi]]''"
"3864","ipodillus","lowei]]''"
"3865","ipodillus","mackilligini]]''"
"3866","ipodillus","maghrebi]]''"
"3867","ipodillus","rupicola]]''"
"3868","ipodillus","simoni]]''"
"3869","ipodillus","somalicus]]''"
"3870","ipodillus","stigmonyx]]''"
"3871","ipodillus","zakariai]]''"
"3872","erbilliscus","afra]]''"
"3873","erbilliscus","boehmi]]''"
"3874","erbilliscus","brantsii]]''"
"3875","erbilliscus","guineae]]''"
"3876","erbilliscus","inclusus]]''"
"3877","erbilliscus","kempi]]''"
"3878","erbilliscus","leucogaster]]''"
"3879","erbilliscus","nigricaudus]]''"
"3880","erbilliscus","phillipsi]]''"
"3881","erbilliscus","robustus]]''"
"3882","erbilliscus","validus]]''"
"3883","erbillurus","paeba]]''"
"3884","erbillurus","setzeri]]''"
"3885","erbillurus","tytonis]]''"
"3886","erbillurus","vallinus]]''"
"3887","erbillus","simoni]]''"
"3888","erbillus","zakariai]]''"
"3889","erbillus","amoenus]]''"
"3890","erbillus","bottai]]''"
"3891","erbillus","brockmani]]''"
"3892","erbillus","campestris]]''"
"3893","erbillus","dasyurus]]''"
"3894","erbillus","diminutus]]''"
"3895","erbillus","famulus]]''"
"3896","erbillus","garamantis]]''"
"3897","erbillus","grobbeni]]''"
"3898","erbillus","harwoodi]]''"
"3899","erbillus","henleyi]]''"
"3900","erbillus","jamesi]]''"
"3901","erbillus","juliani]]''"
"3902","erbillus","lowei]]''"
"3903","erbillus","mackilligini]]''"
"3904","erbillus","mauritaniae]]''"
"3905","erbillus","maghrebi]]''"
"3906","erbillus","mesopotamiae]]''"
"3907","erbillus","muriculus]]''"
"3908","erbillus","nanus]]''"
"3909","erbillus","percivali]]''"
"3910","erbillus","poecillops]]''"
"3911","erbillus","principulus]]''"
"3912","erbillus","pusillus]]''"
"3913","erbillus","quadrimaculatus]]''"
"3914","erbillus","ruberrimus]]''"
"3915","erbillus","somalicus]]''"
"3916","erbillus","stigmonyx]]''"
"3917","erbillus","syrticus]]''"
"3918","erbillus","vivax]]''"
"3919","erbillus","watersi]]''"
"3920","erbillus","acticola]]''"
"3921","erbillus","agag]]''"
"3922","erbillus","allenbyi]]''"
"3923","erbillus","andersoni]]''"
"3924","erbillus","aquilus]]''"
"3925","erbillus","bilensis]]''"
"3926","erbillus","bonhotei]]''"
"3927","erbillus","burtoni]]''"
"3928","erbillus","cheesmani]]''"
"3929","erbillus","cosensi]]''"
"3930","erbillus","dalloni]]''"
"3931","erbillus","dongolanus]]''"
"3932","erbillus","dunni]]''"
"3933","erbillus","floweri]]''"
"3934","erbillus","gerbillus]]''"
"3935","erbillus","gleadowi]]''"
"3936","erbillus","hesperinus]]''"
"3937","erbillus","hoogstraali]]''"
"3938","erbillus","latastei]]''"
"3939","erbillus","nancillus]]''"
"3940","erbillus","nigeriae]]''"
"3941","erbillus","occiduus]]''"
"3942","erbillus","perpallidus]]''"
"3943","erbillus","pulvinatus]]''"
"3944","erbillus","pyramidum]]''"
"3945","erbillus","riggenbachi]]''"
"3946","erbillus","rosalinda]]''"
"3947","erbillus","tarabuli]]''"
"3948","eriones","tamariscinus]]''"
"3949","eriones","persicus]]''"
"3950","eriones","rex]]''"
"3951","eriones","arimalius]]''"
"3952","eriones","chengi]]''"
"3953","eriones","crassus]]''"
"3954","eriones","dahli]]''"
"3955","eriones","grandis]]''"
"3956","eriones","libycus]]''"
"3957","eriones","meridianus]]''"
"3958","eriones","sacramenti]]''"
"3959","eriones","shawi]]''"
"3960","eriones","tristrami]]''"
"3961","eriones","unguiculatus]]''"
"3962","eriones","vinogradovi]]''"
"3963","eriones","zarudnyi]]''"
"3964","eriones","hurrianae]]''"
"3965","icrodillus","peeli]]''"
"3966","achyuromys","duprasi]]''"
"3967","sammomys","obesus]]''"
"3968","sammomys","vexillaris]]''"
"3969","hombomys","opimus]]''"
"3970","ekeetamys","calurus]]''"
"3971","atera","indica]]''"
"3972","aterillus","arenarius]]''"
"3973","aterillus","congicus]]''"
"3974","aterillus","emini]]''"
"3975","aterillus","gracilis]]''"
"3976","aterillus","harringtoni]]''"
"3977","aterillus","lacustris]]''"
"3978","aterillus","petteri]]''"
"3979","aterillus","pygargus]]''"
"3980","aterillus","tranieri]]''"
"3981","bditomys","latidens]]''"
"3982","beomelomys","sevia]]''"
"3983","ethomys","bocagei]]''"
"3984","ethomys","chrysophilus]]''"
"3985","ethomys","granti]]''"
"3986","ethomys","hindei]]''"
"3987","ethomys","ineptus]]''"
"3988","ethomys","kaiseri]]''"
"3989","ethomys","namaquensis]]''"
"3990","ethomys","nyikae]]''"
"3991","ethomys","silindensis]]''"
"3992","ethomys","stannarius]]''"
"3993","ethomys","thomasi]]''"
"3994","nisomys","imitator]]''"
"3995","nonymomys","mindorensis]]''"
"3996","podemus","agrarius]]''"
"3997","podemus","alpicola]]''"
"3998","podemus","argenteus]]''"
"3999","podemus","arianus]]''"
"4000","podemus","chevrieri]]''"
"4001","podemus","draco]]''"
"4002","podemus","flavicollis]]''"
"4003","podemus","fulvipectus]]''"
"4004","podemus","gurkha]]''"
"4005","podemus","hermonensis]]''"
"4006","podemus","hyrcanicus]]''"
"4007","podemus","latronum]]''"
"4008","podemus","mystacinus]]''"
"4009","podemus","peninsulae]]''"
"4010","podemus","ponticus]]''"
"4011","podemus","rusiges]]''"
"4012","podemus","semotus]]''"
"4013","podemus","speciosus]]''"
"4014","podemus","sylvaticus]]''"
"4015","podemus","uralensis]]''"
"4016","pomys","abrae]]''"
"4017","pomys","camiguinensis]]''"
"4018","pomys","datae]]''"
"4019","pomys","hylocoetes]]''"
"4020","pomys","insignis]]''"
"4021","pomys","littoralis]]''"
"4022","pomys","microdon]]''"
"4023","pomys","musculus]]''"
"4024","pomys","sacobianus]]''"
"4025","rchboldomys","luzonensis]]''"
"4026","rchboldomys","musseri]]''"
"4027","rvicanthis","abyssinicus]]''"
"4028","rvicanthis","blicki]]''"
"4029","rvicanthis","nairobae]]''"
"4030","rvicanthis","neumanni]]''"
"4031","rvicanthis","niloticus]]''"
"4032","aiyankamys","habbema]]''"
"4033","aiyankamys","shawmayeri]]'',"
"4034","andicota","bengalensis]]''"
"4035","andicota","indica]]''"
"4036","andicota","savilei]]''"
"4037","atomys","dentatus]]''"
"4038","atomys","granti]]''"
"4039","atomys","salomonseni]]''"
"4040","erylmys","berdmorei]]''"
"4041","erylmys","bowersi]]''"
"4042","erylmys","mackenziei]]''"
"4043","erylmys","manipulus]]''"
"4044","ullimus","bagobus]]''"
"4045","ullimus","luzonicus]]''"
"4046","unomys","andrewsi]]''"
"4047","unomys","chrysocomus]]''"
"4048","unomys","coelestis]]''"
"4049","unomys","fratrorum]]''"
"4050","unomys","heinrichi]]''"
"4051","unomys","penitus]]''"
"4052","unomys","prolatus]]''"
"4053","arpomys","melanurus]]''"
"4054","arpomys","phaeurus]]''"
"4055","hiromyscus","chiropus]]''"
"4056","hiropodomys","calamianensis]]''"
"4057","hiropodomys","gliroides]]''"
"4058","hiropodomys","karlkoopmani]]''"
"4059","hiropodomys","major]]''"
"4060","hiropodomys","muroides]]''"
"4061","hiropodomys","pusillus]]''"
"4062","hiropodomys","maximus]]''"
"4063","hiropodomys","primitivus]]''"
"4064","hiruromys","forbesi]]''"
"4065","hiruromys","lamia]]''"
"4066","hiruromys","vates]]''"
"4067","hrotomys","gonzalesi]]''"
"4068","hrotomys","mindorensis]]''"
"4069","hrotomys","sibuyanensis]]''"
"4070","hrotomys","silaceus]]''"
"4071","hrotomys","whiteheadi]]''"
"4072","occymys","albidens]]''"
"4073","occymys","ruemmleri]]''"
"4074","olomys","goslingi]]''"
"4075","onilurus","albipes]]''"
"4076","onilurus","penicillatus]]''"
"4077","oryphomys","buehleri]]''"
"4078","rateromys","australis]]''"
"4079","rateromys","heaneyi]]''"
"4080","rateromys","paulus]]''"
"4081","rateromys","schadenbergi]]''"
"4082","remnomys","cutchicus]]''"
"4083","remnomys","elvira]]''"
"4084","rossomys","moncktoni]]''"
